ID Cortex	Empresa analisada	Produto analisado	Data	Título	ID análise de mídia	Veículo	Status classificação	Assunto específico	Assunto Específico Sugerido	ID Assunto Específico Sugerido
1037336	BTG Pactual	-	2020-01-23	Medo do coronavírus gera cautela no Ibovespa; dólar varia pouco	52037	Valor Econômico	Classificado	BTG estima melhora de fluxo na bolsa para 2020	BTG estima melhora de fluxo na bolsa para 2020	4864
1038926	BTG Pactual	-	2020-01-27	Agenda do Dia: Oi; Taurus; Caixa Econômica; Vale; Eneva	52073	Yahoo Brasil	Classificado	Oi Móvel pode ser dividida entre Tim e Vivo	Oi Móvel pode ser dividida entre Tim e Vivo	4890
1036193	BTG Pactual	-	2020-01-22	Hering perde mais de R$ 600 milhões em 1 dia	51951	BOL	Classificado	BTG analisa a empresa: Hering	BTG analisa a empresa: Hering	4828
1035512	BTG Pactual	-	2020-01-21	Positivo Tecnologia anuncia oferta de até 54 mi de ações; deve precificar em 30/01	51894	Portal R7	Classificado	BTG coordena oferta da Positivo	BTG coordena oferta da Positivo	4819
1035269	BTG Pactual	-	2020-01-21	Destaques - Finanças	51869	Valor Econômico	Classificado	PPLA aponta que BTG Holding passou a ter menos de 20% dos BDRs da empresa	Destaques - Finanças	4805
1039560	BTG Pactual	-	2020-01-28	Oi tenta fechar venda de torres até março	52094	Valor Econômico	Classificado	BTG analisa a empresa: Oi	Oi tenta fechar venda de torres até março	4896
1038646	BTG Pactual	-	2020-01-26	dolce vita	52062	O Tempo	Classificado	Roupas no Brasil tem alto valor, segundo Índice Zara, da BTG Pactual	dolce vita	4881
1036719	BTG Pactual	-	2020-01-22	Investidores em Davos sinalizam que Brasil está na moda outra vez	51986	Folha de Pernambuco	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Investidores em Davos sinalizam que Brasil está na moda outra vez	4840
1035643	BTG Pactual	-	2020-01-21	Ibovespa tem ajuste negativo após recorde com preocupação com vírus na China	51917	Reuters Brasil	Classificado	BTG analisa a empresa: SulAmérica	BTG analisa a empresa: SulAmérica	4821
1035591	BTG Pactual	-	2020-01-21	Ibovespa tem ajuste negativo após recorde com preocupação com vírus na China	51912	Terra	Classificado	BTG analisa a empresa: SulAmérica	BTG analisa a empresa: SulAmérica	4821
1035622	BTG Pactual	-	2020-01-21	Ibovespa tem ajuste negativo após recorde com preocupação com vírus na China	51916	Yahoo Brasil	Classificado	BTG analisa a empresa: SulAmérica	BTG analisa a empresa: SulAmérica	4821
1036936	BTG Pactual	-	2020-01-23	Ibovespa sobe 1,17º/o, com disparada da Usiminas	52003	A Tribuna de Santos	Classificado	Fundo de fundos do BTG obtém melhor valorização	Ibovespa sobe 1,17º/o, com disparada da Usiminas	4850
1039708	BTG Pactual	-	2020-01-28	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	52101	Terra	Classificado	BTG analisa influência do Coronavírus no mercado global	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	4899
1036374	BTG Pactual	-	2020-01-22	Recuperação externa ajuda Ibovespa, mas coronavírus e Petrobras ficam no radar	51960	Revista Istoé	Classificado	BTG analisa desempenho da bolsa	BTG analisa desempenho da bolsa	4838
1037707	BTG Pactual	-	2020-01-23	Minerva precifica oferta de ações a R$ 13 e capta R$ 1 bilhão	52048	Valor Econômico	Classificado	BTG coordena oferta da Minerva	Minerva precifica oferta de ações a R$ 13 e capta R$ 1 bilhão	4869
1040325	BTG Pactual	-	2020-01-28	Cenário/Empresas 2: varejistas sobem com investidor “comprando” consumo; Bancos têm dia fraco	52122	AGÊNCIA ESTADO	Classificado	Ações do BTG	-	-
1035580	BTG Pactual	-	2020-01-21	Goldman Sachs espera ROEs de grandes bancos no Brasil pressionados no 4º	51907	Yahoo Brasil	Classificado	BTG e Inter devem apresentar ROEs mais altos	BTG e Inter devem apresentar ROEs mais altos	4820
1035507	BTG Pactual	-	2020-01-21	Positivo Tecnologia anuncia oferta de até 54 mi de ações; deve precificar em 30/01	51893	Terra	Classificado	BTG coordena oferta da Positivo	BTG coordena oferta da Positivo	4819
1036750	BTG Pactual	-	2020-01-22	Iansa vende en US$ 48 millones su división de alimentos para mascotas al grupo brasileño Camil	51991	Diario Financiero	Classificado	BTG assessora venda de unidade da Empresa Iansa	Iansa vende en US$ 48 millones su división de alimentos para mascotas al grupo brasileño Camil	4843
1037534	BTG Pactual	-	2020-01-23	Emissões no exterior trazem viés de queda ao dólar	52040	Yahoo Brasil	Classificado	BTG analisa o dólar	Emissões no exterior trazem viés de queda ao dólar	4867
1037024	BTG Pactual	-	2020-01-23	Petrobras encolhe e reduz emissões | Míriam Leitão	52019	O Globo	Classificado	Venda da PetroAfrica	Petrobras encolhe e reduz emissões	4856
1039947	BTG Pactual	-	2020-01-28	O avanço da Fosum	52107	INVESTIDOR INSTITUCIONAL/SÃO PAULO	Classificado	BTG citado em CV	O avanço da Fosum	4903
1036676	BTG Pactual	-	2020-01-22	Investidores em Davos sinalizam que Brasil está na moda outra vez	51976	Yahoo Brasil	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Investidores em Davos sinalizam que Brasil está na moda outra vez	4840
1039759	BTG Pactual	-	2020-01-27	Cenário: teles sobem com oi móvel; exportadoras perdem R$ 42 bi	52103	AGÊNCIA ESTADO	Classificado	BTG analisa a empresa: Oi	-	-
1040275	BTG Pactual	-	2020-01-29	Santander Brasil adquiriu fatia de 30% da Ipanema na Return, de gestão de créditos vencidos	52121	AGÊNCIA ESTADO	Classificado	Itaú comprou empresa Recovery, do BTG em 2015	Santander Brasil informa aquisição de fatia de 30% da Ipanema na Return	4913
1036707	BTG Pactual	-	2020-01-22	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	51983	UOL	Classificado	BTG analisa desempenho da bolsa	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	4842
1036202	BTG Pactual	-	2020-01-22	Hering perde mais de R$ 600 milhões em 1 dia	51952	UOL	Classificado	BTG analisa a empresa: Hering	BTG analisa a empresa: Hering	4828
1036454	BTG Pactual	-	2020-01-22	Caixa vai devolver ao menos R$ 10 bilhões ao Tesouro em 2020	51963	Yahoo Brasil	Classificado	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	Caixa vai devolver ao menos R$ 10 bilhões ao Tesouro em 2020	4839
1035412	BTG Pactual	-	2020-01-21	Positivo fará oferta de ações (follow on) que pode girar até R$ 521,1 milhões	51883	Terra	Classificado	BTG coordena oferta da Positivo	BTG coordena oferta da Positivo	4815
1036738	BTG Pactual	-	2020-01-22	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	51989	MSN	Classificado	BTG analisa desempenho da bolsa	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	4842
1036586	BTG Pactual	-	2020-01-22	Investidores em Davos sinalizam que Brasil está na moda outra vez	51966	Folha de S.Paulo	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Investidores em Davos sinalizam que Brasil está na moda outra vez	4840
1035737	BTG Pactual	-	2020-01-21	Positivo anuncia nova oferta de 40 milhões de ações	51929	Yahoo Brasil	Classificado	BTG coordena oferta da Positivo	Positivo anuncia nova oferta de 40 milhões de ações	4826
1036297	BTG Pactual	-	2020-01-22	O que fez a Hering perde mais de R$ 600 milhões em valor de mercado em apenas um dia?	51958	Infomoney	Classificado	BTG analisa a empresa: Hering	BTG analisa a empresa: Hering	4828
1035584	BTG Pactual	-	2020-01-21	Goldman Sachs espera ROEs de grandes bancos no Brasil pressionados no 4º	51908	Portal R7	Classificado	BTG e Inter devem apresentar ROEs mais altos	BTG e Inter devem apresentar ROEs mais altos	4820
1036943	BTG Pactual	-	2020-01-23	Coluna do broadcast	52005	Estadão	Classificado	XP ultrapassa valor de mercado de 100 bilhões de reais	Coluna do broadcast	4852
1036835	BTG Pactual	-	2020-01-23	Investidor sinaliza em Davos retorno da confiança no Brasil	51994	Yahoo Brasil	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Investidores em Davos sinalizam que Brasil está na moda outra vez	4840
1036934	BTG Pactual	-	2020-01-22	Recuperação externa ajuda Ibovespa, mas coronavírus e Petrobras ficam no radar	52002	Revista IstoÉDinheiro	Classificado	BTG analisa desempenho da bolsa	BTG analisa desempenho da bolsa	4838
1035270	BTG Pactual	-	2020-01-21	Ibovespa se aproxima de 119 mil pontos	51870	Valor Econômico	Classificado	Estrutura de juro privado	Ibovespa se aproxima de 119 mil pontos	4806
1035619	BTG Pactual	-	2020-01-21	O que você precisa saber e acompanhar nesta terça	51915	Yahoo Brasil	Classificado	BTG coordena oferta da Celulose Irani	BTG coordena oferta da Celulose Irani	4818
1035519	BTG Pactual	-	2020-01-20	Pulso do mercado: Gerdau com repasse de reajuste de 10% nos preços a clientes	51897	AGÊNCIA ESTADO	Classificado	BTG analisa a empresa: Gerdau	-	-
1035513	BTG Pactual	-	2020-01-21	O que você precisa saber e acompanhar nesta terça	51895	Valor Econômico	Classificado	BTG coordena oferta da Celulose Irani	BTG coordena oferta da Celulose Irani	4818
1038294	BTG Pactual	-	2020-01-25	Agenda BC# Entra no Radar	52059	Revista IstoÉDinheiro	Classificado	Ações do BTG	Ações do BTG	4874
1037040	BTG Pactual	-	2020-01-23	XP alcança R$ 100 bilhões em valor de mercado	52022	Estadão	Classificado	XP ultrapassa valor de mercado de 100 bilhões de reais	XP alcança R$ 100 bilhões em valor de mercado	4859
1037314	BTG Pactual	-	2020-01-23	Aprenda como uma conta digital pode facilitar a sua vida	52035	Portal R7	Classificado	Conta digital do Banco Pan	Conta digital do Banco Pan	4863
1036590	BTG Pactual	-	2020-01-22	Valor de mercado da XP supera R$100 bilhões	51968	Yahoo Brasil	Classificado	XP ultrapassa valor de mercado de 100 bilhões de reais	Valor de mercado da XP supera R$100 bilhões	4841
1039513	BTG Pactual	-	2020-01-27	Novo lote de torres de celular da Oi deverá ser vendido no 1º trimestre de 2020, diz fonte	52089	Valor Econômico	Classificado	BTG analisa a empresa: Oi	Oi tenta fechar venda de torres até março	4896
1037334	BTG Pactual	-	2020-01-23	Medo do coronavírus gera cautela no Ibovespa; dólar varia pouco	52036	Yahoo Brasil	Classificado	BTG estima melhora de fluxo na bolsa para 2020	BTG estima melhora de fluxo na bolsa para 2020	4864
1039512	BTG Pactual	-	2020-01-27	Lucro de banco deve perder fôlego em 2020	52088	Valor Econômico	Classificado	BTG divulga dados dos maiores bancos	Lucro de banco deve perder fôlego em 2020	4895
1039531	BTG Pactual	-	2020-01-28	EDITORIAL | As lições que vêm de fora	52090	Diário do Comércio	Classificado	BTG participa do Fórum Econômico Mundial em Davos	EDITORIAL | As lições que vêm de fora	4897
1040401	BTG Pactual	-	2020-01-29	Santander Brasil informa aquisição de fatia de 30% da Ipanema na Return	52127	Terra	Classificado	Itaú comprou empresa Recovery, do BTG em 2015	Santander Brasil informa aquisição de fatia de 30% da Ipanema na Return	4913
1040067	BTG Pactual	-	2020-01-29	Cielo volta a priorizar lucro após forte queda em 2019	52115	Valor Econômico	Classificado	BTG analisa a empresa: Cielo	Cielo volta a priorizar lucro após forte queda em 2019	4909
1040124	BTG Pactual	-	2020-01-29	Projeto prevê adiar tributação de ganho financeiro em hedge cambial	52118	Valor Econômico	Classificado	Matéria cita evento do BTG de 2019	Projeto prevê adiar tributação de ganho financeiro em hedge cambial	4907
1035990	BTG Pactual	-	2020-01-21	Hering perde mais de R$ 600 milhões em um dia	51931	Estadão	Classificado	BTG analisa a empresa: Hering	Hering perde mais de R$ 600 milhões em um dia	4828
1036682	BTG Pactual	-	2020-01-22	Investidores em Davos sinalizam que Brasil está na moda outra vez	51977	Diário do Nordeste	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Investidores em Davos sinalizam que Brasil está na moda outra vez	4840
1035485	BTG Pactual	-	2020-01-21	Positivo Tecnologia anuncia oferta de até 54 mi de ações; deve precificar em 30/01	51889	Yahoo Brasil	Classificado	BTG coordena oferta da Positivo	BTG coordena oferta da Positivo	4819
1022201	BTG Pactual	-	2020-01-09	Exclusivo: cinco construtoras pretendem entrar bolsa e devem movimentar R$ 5 bilhões em ofertas	51475	AGÊNCIA ESTADO	Classificado	BTG analisa mercado imobiliário	-	-
1020360	BTG Pactual	-	2020-01-07	Caixa Econômica Federal define sindicato de bancos para IPO de unidade de seguros, dizem fontes	51394	MSN	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1022519	BTG Pactual	-	2020-01-10	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	51501	Extra	Classificado	BTG analisa a empresa: Gol	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	4657
1019612	BTG Pactual	-	2020-01-06	Ibovespa recua e vai abaixo de 117 mil pontos com aumento de tensão geopolítica; Natura sobe	51339	Yahoo Brasil	Classificado	BTG analisa desempenho da bolsa	Ibovespa recua e vai abaixo de 117 mil pontos com aumento de tensão geopolítica; Natura sobe	4595
1023805	BTG Pactual	-	2020-01-13	Itaú e Banco Indusval entram em comercialização de energia elétrica	51570	Yahoo Brasil	Classificado	BTG opera no mercado elétrico desde 2010	Itaú e Banco Indusval entram em comercialização de energia elétrica	4677
1022247	BTG Pactual	-	2020-01-10	ENTREVISTA-Caixa Econômica vai acelerar negócios ligados ao setor imobiliário em 2020	51477	UOL	Classificado	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	4650
1020615	BTG Pactual	-	2020-01-07	Bancos e Petrobras pressionam 3º queda seguida, mas Ibovespa segue no azul em 2020	51404	Terra	Classificado	Ações do BTG	Bancos e Petrobras pressionam 3º queda seguida, mas Ibovespa segue no azul em 2020	4611
1022031	BTG Pactual	-	2020-01-10	Veja como abrir uma conta digital	51464	Portal R7	Classificado	Banco Pan lançará conta digital	Veja como abrir uma conta digital	4639
1020171	BTG Pactual	-	2020-01-07	Brazilian state lender Caixa picks banks for insurance unit IPO: sources	51375	REUTERS GENERAL	Classificado	BTG coordena oferta da Caixa	Brazilian state lender Caixa picks banks for insurance unit IPO: sources	4606
1020904	BTG Pactual	-	2020-01-08	"""Não adianta votar reforma tributária no 1º semestre e travar economia"", diz BTG"	51429	iG	Classificado	BTG projeta aumento do PIB para 2020	“Não adianta votar a reforma tributária no primeiro semestre de 2020 e travar a economia”	4613
1020128	BTG Pactual	-	2020-01-07	Conteúdo exclusivo. Para continuar escolha uma opção	51368	Valor Econômico	Classificado	Bancos emitem bônus internacionais	Conteúdo exclusivo. Para continuar escolha uma opção	4599
1020337	BTG Pactual	-	2020-01-07	Bancos e Petrobras ditam nova queda do Ibovespa; Marfrig sobe	51393	Yahoo Brasil	Classificado	Ações do BTG	Ações do BTG	4607
1019985	BTG Pactual	-	2020-01-06	Ibovespa fecha abaixo de 117 mil pontos com tensão EUA-Irã; Petrobras sobe	51357	MSN	Classificado	BTG analisa desempenho da bolsa	Ibovespa recua e vai abaixo de 117 mil pontos com aumento de tensão geopolítica; Natura sobe	4595
1021959	BTG Pactual	-	2020-01-10	Nem sempre título isento de imposto será o mais rentável	51462	Estadão	Classificado	Títulos de renda fixa mais rentáveis para o período de 5 anos	Nem sempre título isento de imposto será o mais rentável	4637
1023364	BTG Pactual	-	2020-01-12	Itaú cria estrutura para operar no mercado de energia	51536	Valor Econômico	Classificado	BTG citado em CV	Itaú cria estrutura para operar no mercado de energia	4668
1019826	BTG Pactual	-	2020-01-06	Ibovespa recua e vai abaixo de 117 mil pontos com aumento de tensão geopolítica; Natura sobe	51350	MSN	Classificado	BTG analisa desempenho da bolsa	Ibovespa recua e vai abaixo de 117 mil pontos com aumento de tensão geopolítica; Natura sobe	4595
1020776	BTG Pactual	-	2020-01-08	Caixa Seguridade já tem líder para oferta inicial de ações	51416	Diário do Comércio	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1023587	BTG Pactual	-	2020-01-13	Banco Indusval tem aval do Cade para entrar em comercialização de energia elétrica	51562	UOL	Classificado	BTG citado em CV	BTG citado em CV	4675
1023440	BTG Pactual	-	2020-01-13	BMW, Ticket, Marisa e mais 38 empresas contratam estagiários e trainees	51548	Exame	Classificado	BTG contrata	BMW, Ticket, Marisa e mais 38 empresas contratam estagiários e trainees	4674
1022086	BTG Pactual	-	2020-01-10	Entrar no mercado de trabalho pode ser uma aventura para muitos #EXAME - https://exame.abril.com.br/brasil/ambev-volkswagen-e-btg-revelam-mitos-e-verdades-sobre-programa-de-trainee/	51469	Exame	Classificado	BTG fala sobre programa de trainee	Entrar no mercado de trabalho pode ser uma aventura para muitos #EXAME - https://exame.abril.com.br/brasil/ambev-volkswagen-e-btg-revelam-mitos-e-verdades-sobre-programa-de-trainee/	4644
1020311	BTG Pactual	-	2020-01-07	Bancos e Petrobras ditam nova queda do Ibovespa; Marfrig sobe	51388	Extra	Classificado	Ações do BTG	Ações do BTG	4607
1020877	BTG Pactual	-	2020-01-08	Caixa Seguridade confirma que Caixa contratou grupo de bancos para avaliar IPO	51422	G1	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1023057	BTG Pactual	-	2020-01-12	Brasileiros criam um ‘Ibovespa’ das criptomoedas	51523	MSN	Classificado	BTG comercializa cotas da Hashdex	Brasileiros criam um 'Ibovespa' das criptomoedas	4661
1018592	BTG Pactual	-	2020-01-03	BTG reduz projeção de lucro da B3 após mudança de tarifação mas expectativa é de alta de volume	51320	AGÊNCIA ESTADO	Classificado	BTG traça cenário para o Ibovespa no ano que vem	BTG traça cenário para o Ibovespa no ano que vem	4584
1023407	BTG Pactual	-	2020-01-13	Cinco construtoras devem entrar na Bolsa e movimentar R$ 5 bilhões	51541	Estadão	Classificado	BTG analisa mercado imobiliário	Cinco construtoras devem entrar na Bolsa e movimentar R$ 5 bilhões	4671
1017637	BTG Pactual	-	2020-01-01	JBS: acordo de acionistas entre J&F e BNDESPar perde validade	51275	Portal R7	Classificado	BTG coordena oferta da JBS	BTG coordena oferta da JBS	4565
1017672	BTG Pactual	-	2020-01-01	Oferta de ações na bolsa brasileira pode atingir até R$ 200 bi este ano	51279	Revista Istoé	Classificado	BTG traça cenário para o Ibovespa no ano que vem	BTG traça cenário para o Ibovespa no ano que vem	4563
1024522	BTG Pactual	-	2020-01-14	Petrobras conclui venda de participação da Petrobras Oil & Gas para a Petrovida por US$ 1,4 bi	51595	O Globo	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras conclui venda de participação da Petrobras Oil & Gas para a Petrovida por US$ 1,4 bi	4687
1021394	BTG Pactual	-	2020-01-09	Inflación cerró 2019 con alza de 3% presionado por el dólar y mercado ve un escenario similar para este año	51436	Diario Financiero	Classificado	BTG analisa economia chilena	Inflación cerró 2019 con alza de 3% presionado por el dólar y mercado ve un escenario similar para este año	4626
1023469	BTG Pactual	-	2020-01-13	Cenário para inflação em 2020 continua tranquilo	51549	Valor Econômico	Classificado	BTG Pactual analisa Selic	BTG analisa a economia brasileira	4654
1023004	BTG Pactual	-	2020-01-12	Bradesco e Itaú não venderão fatia no IRB Brasil Re após fim de restrição	51514	Estadão	Classificado	BTG citado em CV	Coluna do Broadcast: Bradesco e Itaú não venderão fatia no IRB Brasil Re após fim de restrição	4655
1017767	BTG Pactual	-	2020-01-02	Em análise na CVM, há mais de 50 ofertas	51287	Valor Econômico	Classificado	BTG Pactual coordena oferta da Rota das Bandeiras	BTG Pactual coordena oferta da Rota das Bandeiras	4568
1023735	BTG Pactual	-	2020-01-13	BTG Pactual comunica distribuição de dividendos para fundo HCRI11	51567	Yahoo Brasil	Classificado	BTG distribui dividendos aos cotistas do Hospital da Criança	BTG Pactual comunica distribuição de dividendos para fundo HCRI11	4676
1021395	BTG Pactual	-	2020-01-09	FNE da luz verde a compra de aseguradora de BTG a Rigel	51437	Diario Financiero	Classificado	Rigel concorda em comprar a companhia de seguros de vida BTG Pactual Chile	FNE da luz verde a compra de aseguradora de BTG a Rigel	4627
1021114	BTG Pactual	-	2020-01-08	As vantagens de ter uma conta digital	51433	Portal R7	Classificado	Banco Pan lançará conta digital	As vantagens de ter uma conta digital	4623
1023050	BTG Pactual	-	2020-01-12	Sou autônomo e nunca investi: o Tesouro Direto é um bom começo?	51521	Exame	Classificado	Conte com a ajuda da assessoria BTG Pactual digital na hora de investir	Sou autônomo e nunca investi: o Tesouro Direto é um bom começo?	4663
1020133	BTG Pactual	-	2020-01-07	Banco Pan supera R$ 100 milhões em financiamento digital de veículos	51370	Diário do Comércio	Classificado	Banco Pan supera R$ 100 milhões em financiamento digital de veículos	Banco Pan supera R$ 100 milhões em financiamento digital de veículos	4601
1020312	BTG Pactual	-	2020-01-07	Bancos e Petrobras ditam nova queda do Ibovespa; Marfrig sobe	51389	BOL	Classificado	Ações do BTG	Ações do BTG	4607
1021423	BTG Pactual	-	2020-01-09	Cielo rebaixada pelo Bradesco BBI, Morgan revisa recomendações, MP-MG quer apresentar em breve denúncias contra a Vale e mais destaques	51438	Infomoney	Classificado	BTG coordena oferta da International Meal Company Alimentação	Cielo rebaixada pelo Bradesco BBI, Morgan revisa recomendações, MP-MG quer apresentar em breve denúncias contra a Vale e mais destaques	4628
1022520	BTG Pactual	-	2020-01-10	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	51502	BOL	Classificado	BTG analisa a empresa: Gol	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	4657
1020097	BTG Pactual	-	2020-01-07	Bancos têm vencimentos de US$ 18 bi até 2022	51364	Valor Econômico	Classificado	Bancos emitem bônus internacionais	Bancos têm vencimentos de US$ 18 bi até 2022	4598
1019390	BTG Pactual	-	2020-01-05	"Para um dos fundadores da XP, o ""Ibovespa deve subir em 2020”"	51325	Revista Época	Classificado	As diferenças entre a XP e o BTG Digital	"Para um dos fundadores da XP, o ""Ibovespa deve subir em 2020”"	4588
1021023	BTG Pactual	-	2020-01-08	Conteúdo exclusivo. Para continuar escolha uma opção	51431	Valor Econômico	Classificado	BTG Pactual chega em Portugal	BTG recebe autorização do BC para abrir escritório em Lisboa	4622
1022622	BTG Pactual	-	2020-01-10	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	51506	MSN	Classificado	BTG analisa a empresa: Gol	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	4657
1022350	BTG Pactual	-	2020-01-10	Caixa Econômica vai acelerar negócios ligados ao setor imobiliário em 2020	51487	Brasil 247	Classificado	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	4650
1023016	BTG Pactual	-	2020-01-12	Brasileiros criam um ‘Ibovespa’ das criptomoedas	51516	Estadão	Classificado	BTG comercializa cotas da Hashdex	Brasileiros criam um ‘Ibovespa’ das criptomoedas	4661
1022677	BTG Pactual	-	2020-01-13	Caixa planeja impulsionar segmento em 2020	51512	Diário do Comércio	Classificado	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	4650
1019472	BTG Pactual	-	2020-01-06	Qual o melhor título público? Veja como escolher e as indicações para 2020	51329	Exame	Classificado	Conte com a ajuda da assessoria BTG Pactual digital na hora de investir	Qual o melhor título público? Veja como escolher e as indicações para 2020	4592
1020213	BTG Pactual	-	2020-01-07	Caixa Econômica Federal define sindicato de bancos para IPO de unidade de seguros, dizem fontes	51385	Extra	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1019597	BTG Pactual	-	2020-01-06	Vai vender um imóvel? Preço vai finalmente desencantar, dizem analistas	51332	Estadão	Classificado	BTG analisa mercado imobiliário	Vai vender um imóvel? Preço vai finalmente desencantar, dizem analistas	4594
1017664	BTG Pactual	-	2020-01-01	Oferta de ações na bolsa brasileira pode atingir até R$ 200 bi este ano	51277	UOL	Classificado	BTG traça cenário para o Ibovespa no ano que vem	BTG traça cenário para o Ibovespa no ano que vem	4563
1022259	BTG Pactual	-	2020-01-10	ENTREVISTA-Caixa Econômica vai acelerar negócios ligados ao setor imobiliário em 2020	51483	Yahoo Brasil	Classificado	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	4650
1020873	BTG Pactual	-	2020-01-08	Caixa Seguridade confirma que Caixa Econômica Federal contratou sindicato de bancos para IPO	51419	BOL	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1020625	BTG Pactual	-	2020-01-07	#FINANÇAS Banco Pan supera R$ 100 milhões em financiamento digital de veículos - https://t.co/VdU9cIh99X https://t.co/YY0cKYD3rW	51405	Diário do Comércio	Classificado	Banco Pan supera R$ 100 milhões em financiamento digital de veículos	#FINANÇAS Banco Pan supera R$ 100 milhões em financiamento digital de veículos - https://t.co/VdU9cIh99X https://t.co/YY0cKYD3rW	4612
1020504	BTG Pactual	-	2020-01-07	Para conquistar clientes, bancos digitais agora precisam ir além da isenção de taxas	51396	Revista Época Negócios	Classificado	BTG analisa cenário dos bancos digitais	Para conquistar clientes, bancos digitais agora precisam ir além da isenção de taxas	4609
1024518	BTG Pactual	-	2020-01-14	Petrobras conclui venda de fatia na PO&GBV e encerra atividades na África	51594	Yahoo Brasil	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras conclui venda de fatia na PO&GBV e encerra atividades na África	4686
1020071	BTG Pactual	-	2020-01-07	Banco Pan supera R$ 100 milhões em financiamento digital de veículos	51362	Diário do Comércio	Classificado	Banco Pan supera R$ 100 milhões em financiamento digital de veículos	Banco Pan supera R$ 100 milhões em financiamento digital de veículos	4601
1020769	BTG Pactual	-	2020-01-08	As ações que pagam dividendos mais indicadas para janeiro	51415	Exame	Classificado	Recomendações	As ações que pagam dividendos mais indicadas para janeiro	4620
1020070	BTG Pactual	-	2020-01-07	Natura eleva estimativas de economia com aquisição da Avon	51361	Diário do Comércio	Classificado	BTG analisa a empresa: Natura	Natura & Co eleva previsão de sinergias após concluir compra da Avon	4597
1020135	BTG Pactual	-	2020-01-07	Natura eleva estimativas de economia com aquisição da Avon	51371	Diário do Comércio	Classificado	BTG analisa a empresa: Natura	Natura & Co eleva previsão de sinergias após concluir compra da Avon	4597
1021687	BTG Pactual	-	2020-01-09	Ações lideram investimentos em fundos pela primeira vez em 2019	51458	Exame	Classificado	Conte com a ajuda da assessoria BTG Pactual digital na hora de investir	Ações lideram investimentos em fundos pela primeira vez em 2019	4634
1021592	BTG Pactual	-	2020-01-09	Copel quer importar energia do Paraguai; mira vendas no mercado livre no Brasil	51448	BOL	Classificado	BTG importa energia de Uruguai e Argentina desde 2019	Copel quer importar energia do Paraguai; mira vendas no mercado livre no Brasil	4631
1023031	BTG Pactual	-	2020-01-12	Brasileiros criam um ‘Ibovespa’ das criptomoedas	51517	Estadão	Classificado	BTG comercializa cotas da Hashdex	Brasileiros criam um ‘Ibovespa’ das criptomoedas	4661
1020207	BTG Pactual	-	2020-01-07	Caixa Econômica Federal define sindicato de bancos para IPO de unidade de seguros, dizem fontes	51383	Portal R7	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1019674	BTG Pactual	-	2020-01-06	Natura & Co eleva previsão de sinergias após concluir compra da Avon	51344	Terra	Classificado	BTG analisa a empresa: Natura	Natura & Co eleva previsão de sinergias após concluir compra da Avon	4597
1021437	BTG Pactual	-	2020-01-09	Destaques	51439	Valor Econômico	Classificado	BTG anuncia escritório em Portugal	Destaques - Finanças	4624
1020166	BTG Pactual	-	2020-01-07	Caixa define sindicato de bancos para IPO de unidade de seguros, dizem fontes	51374	Terra	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
